f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type,ln_price,n_beds2,ln_bathrooms,ln_number_of_reviews,n_days_since_rv2,n_host_acceptance_rate2,n_host_response_rate2,ln_host_total_listings_count,n_bedrooms2
Entire rental unit,Jiading District,NA,100,1,4,2,2,16,5,1,0.36,1,1349,0,1,1,0,1,1,1,1,0,1,1,1,1,320,21649157,Jiading District,Entire rental unit,5.768320995793772,4,0,2.833213344056216,1819801,10000,NA,0,4
Entire loft,Hongkou District,100,100,8,4,1,2,149,4.67,8,2.99,1,1493,0,1,1,1,1,1,1,1,0,1,0,0,1,429,21650882,Hongkou District,Entire loft,6.061456918928017,4,0,5.0106352940962555,2229049,10000,10000,2.0794415416798357,1
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,83,4.85,8,1.66,1,1503,1,1,1,1,1,1,0,1,0,0,0,0,1,333,21673521,Songjiang District,Entire serviced apartment,5.808142489980444,1,0,4.430816798843313,2259009,9801,10000,2.1972245773362196,1
Entire rental unit,Xuhui District,100,80,1,2,1,1,71,4.94,1,1.46,1,1461,1,1,1,0,1,1,0,1,0,0,0,0,0,491,21690483,Xuhui District,Entire rental unit,6.19644412779452,1,0,4.276666119016055,2134521,6400,10000,0,1
Entire loft,Qingpu District,100,100,9,2,1,1,1,5,12,0.02,1,1333,0,1,1,1,1,1,1,1,0,0,0,0,1,586,21716153,Qingpu District,Entire loft,6.373319789577012,1,0,0.6931471805599453,1776889,10000,10000,2.1972245773362196,1
Entire loft,Huangpu District,100,96,4,2,1,1,3,5,3,0.08,1,1174,0,1,1,0,1,1,1,1,0,0,1,0,1,488,21722515,Huangpu District,Entire loft,6.1903154058531475,1,0,1.3862943611198906,1378276,9216,10000,1.3862943611198906,1
Entire rental unit,Huangpu District,100,100,23,2,1,1,37,4.57,23,0.8,1.5,1388,0,1,1,1,1,1,0,1,0,0,0,0,1,163,21724044,Huangpu District,Entire rental unit,5.093750200806762,1,0.4054651081081644,3.6375861597263857,1926544,10000,10000,3.1354942159291497,1
Entire rental unit,Changning District,NA,NA,2,2,1,2,1,5,1,0.02,1,1453,0,1,1,1,1,1,0,1,0,0,0,0,0,355,21744623,Changning District,Entire rental unit,5.872117789475416,4,0,0.6931471805599453,2111209,NA,NA,0.6931471805599453,1
Entire rental unit,Pudong,100,100,1,2,1,1,156,4.86,1,3.18,1,1473,1,1,1,1,1,1,0,1,0,0,0,0,1,403,21760049,Pudong,Entire rental unit,5.998936561946683,1,0,5.056245805348308,2169729,10000,10000,0,1
Entire loft,Xuhui District,100,100,9,4,1,2,92,4.54,9,1.84,1,1497,0,1,1,1,1,1,0,1,0,0,1,0,0,313,21763983,Xuhui District,Entire loft,5.746203190540153,4,0,4.532599493153256,2241009,10000,10000,2.1972245773362196,1
Entire rental unit,Pudong,100,100,4,4,2,2,1,4,4,0.03,1,937,0,1,1,1,1,1,1,1,0,1,1,0,1,588,21808741,Pudong,Entire rental unit,6.376726947898627,4,0,0.6931471805599453,877969,10000,10000,1.3862943611198906,4
Entire loft,Xuhui District,100,100,1,3,1,2,167,4.85,2,3.39,1,1475,1,1,1,1,1,1,1,1,0,1,1,0,0,389,21819186,Xuhui District,Entire loft,5.963579343618446,4,0,5.123963979403259,2175625,10000,10000,0,1
Entire rental unit,Huangpu District,NA,100,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,550,21851726,Huangpu District,Entire rental unit,6.309918278226516,1,0,0,NA,10000,NA,0,1
Entire rental unit,Pudong,100,99,6,2,1,1,174,4.93,6,3.53,1,1477,1,1,1,1,1,1,1,1,0,1,0,0,1,408,21887282,Pudong,Entire rental unit,6.0112671744041615,1,0,5.1647859739235145,2181529,9801,10000,1.791759469228055,1
Entire serviced apartment,Huangpu District,100,100,6,5,1,2,21,4.86,5,0.43,1,1475,0,1,1,0,1,1,0,1,0,0,0,0,0,658,21892230,Huangpu District,Entire serviced apartment,6.489204931325317,4,0,3.091042453358316,2175625,10000,10000,1.791759469228055,1
Entire rental unit,Jing'an District,100,99,18,3,1,1,56,4.89,6,1.13,1,1482,1,1,1,0,1,1,1,1,0,1,1,0,1,805,21900755,Jing'an District,Entire rental unit,6.690842277418564,1,0,4.04305126783455,2196324,9801,10000,2.8903717578961645,1
Entire rental unit,Jing'an District,0,100,8,2,1,1,130,4.61,4,2.63,1,1482,0,1,1,0,1,1,0,1,0,0,0,0,0,479,21931825,Jing'an District,Entire rental unit,6.171700597410915,1,0,4.875197323201151,2196324,10000,0,2.0794415416798357,1
Entire loft,Pudong,100,97,5,2,1,1,9,5,3,0.19,1,1430,1,1,1,1,1,1,1,1,0,1,1,0,1,587,21956569,Pudong,Entire loft,6.375024819828097,1,0,2.302585092994046,2044900,9409,10000,1.6094379124341003,1
Entire rental unit,Changning District,100,100,16,2,1,1,4,4.67,16,0.08,1,1454,0,1,1,1,1,1,1,1,0,1,1,0,1,337,21973166,Changning District,Entire rental unit,5.820082930352362,1,0,1.6094379124341003,2114116,10000,10000,2.772588722239781,1
Entire rental unit,Pudong,100,100,6,2,1,1,20,4.75,4,0.44,1,1378,0,1,1,0,1,0,1,1,0,0,1,0,1,329,21983117,Pudong,Entire rental unit,5.796057750765372,1,0,3.044522437723423,1898884,10000,10000,1.791759469228055,1
Entire rental unit,Jiading District,100,100,6,3,2,2,4,4.5,6,0.08,1,1471,1,1,1,1,1,1,1,1,0,0,0,0,1,281,21990380,Jiading District,Entire rental unit,5.638354669333745,4,0,1.6094379124341003,2163841,10000,10000,1.791759469228055,4
Entire rental unit,Hongkou District,0,76,10,2,1,1,25,5,9,0.51,1,1479,0,1,1,0,1,0,1,1,1,0,0,0,1,580,22000894,Hongkou District,Entire rental unit,6.363028103540465,1,0,3.258096538021482,2187441,5776,0,2.302585092994046,1
Entire loft,Jiading District,100,99,4,4,1,2,39,4.69,2,0.79,1,1478,0,1,1,1,1,1,1,1,0,1,1,1,1,324,22001153,Jiading District,Entire loft,5.780743515792329,4,0,3.6888794541139363,2184484,9801,10000,1.3862943611198906,1
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,36,4.75,8,0.75,1,1448,1,1,1,1,1,1,1,1,0,0,0,0,1,332,22088867,Songjiang District,Entire serviced apartment,5.805134968916488,1,0,3.6109179126442243,2096704,9801,10000,2.1972245773362196,1
Entire rental unit,Hongkou District,100,99,6,2,1,1,31,4.65,4,0.64,1.5,1459,1,1,1,0,1,1,1,1,0,1,0,0,1,261,22131130,Hongkou District,Entire rental unit,5.564520407322694,1,0.4054651081081644,3.4657359027997265,2128681,9801,10000,1.791759469228055,1
Entire rental unit,Baoshan District,100,92,6,4,2,2,8,4.75,7,0.17,2,1419,1,1,1,0,0,1,0,1,0,0,0,0,0,268,22142079,Baoshan District,Entire rental unit,5.5909869805108565,4,0.6931471805599453,2.1972245773362196,2013561,8464,10000,1.791759469228055,4
Entire loft,Hongkou District,100,100,8,4,1,2,127,4.69,8,2.59,1,1469,0,1,1,1,1,1,1,1,0,1,1,0,1,446,22143845,Hongkou District,Entire loft,6.100318952020064,4,0,4.852030263919617,2157961,10000,10000,2.0794415416798357,1
Entire rental unit,Hongkou District,100,99,4,3,1,2,51,4.84,3,1.05,1,1453,0,1,1,0,1,1,1,1,0,0,1,0,1,297,22152035,Hongkou District,Entire rental unit,5.6937321388027,4,0,3.9512437185814275,2111209,9801,10000,1.3862943611198906,1
Entire rental unit,Huangpu District,100,100,13,4,2,2,17,4.82,6,0.39,1,1310,0,1,1,1,1,1,1,1,0,0,0,0,1,594,22156054,Huangpu District,Entire rental unit,6.386879319362645,4,0,2.8903717578961645,1716100,10000,10000,2.5649493574615367,4
Entire rental unit,Pudong,100,99,12,6,3,3,2,5,10,0.04,2,1406,1,1,1,1,1,1,1,1,1,1,1,0,1,894,22156351,Pudong,Entire rental unit,6.795705775173514,9,0.6931471805599453,1.0986122886681098,1976836,9801,10000,2.4849066497880004,9
Entire rental unit,Hongkou District,NA,NA,2,3,NA,2,5,4.2,2,0.1,1,1455,0,1,1,1,1,1,0,1,0,0,0,0,0,485,22159781,Hongkou District,Entire rental unit,6.184148890937483,4,0,1.791759469228055,2117025,NA,NA,0.6931471805599453,NA
Entire rental unit,Qingpu District,100,100,2,4,2,2,86,4.83,2,1.75,1,1470,1,1,1,1,1,1,1,1,0,1,1,1,1,295,22165238,Qingpu District,Entire rental unit,5.68697535633982,4,0,4.465908118654584,2160900,10000,10000,0.6931471805599453,4
Entire rental unit,Pudong,100,100,12,2,1,1,210,4.95,11,4.38,1,1437,1,1,1,1,1,1,1,1,0,1,1,0,1,421,22202694,Pudong,Entire rental unit,6.042632833682381,1,0,5.351858133476067,2064969,10000,10000,2.4849066497880004,1
Entire rental unit,Xuhui District,100,99,12,2,1,1,23,4.91,11,0.47,1,1459,1,1,1,1,1,1,1,1,0,1,1,0,1,259,22209981,Xuhui District,Entire rental unit,5.556828061699537,1,0,3.1780538303479458,2128681,9801,10000,2.4849066497880004,1
Entire loft,Songjiang District,NA,100,1,4,2,2,36,4.91,1,0.74,1,1464,1,1,1,1,1,1,1,1,1,1,0,0,1,558,22215334,Songjiang District,Entire loft,6.324358962381311,4,0,3.6109179126442243,2143296,10000,NA,0,4
Entire rental unit,Huangpu District,100,100,2,4,1,2,42,4.93,3,0.87,1,1454,1,1,1,1,1,1,1,1,0,1,0,0,0,375,22221223,Huangpu District,Entire rental unit,5.926926025970411,4,0,3.7612001156935624,2114116,10000,10000,0.6931471805599453,1
Entire rental unit,Pudong,100,100,12,2,1,1,226,4.94,11,4.68,1.5,1449,1,1,1,1,1,1,1,1,0,1,0,0,1,476,22223986,Pudong,Entire rental unit,6.16541785423142,1,0.4054651081081644,5.424950017481403,2099601,10000,10000,2.4849066497880004,1
Entire rental unit,Pudong,100,64,20,3,1,2,0,NA,24,NA,1,NA,0,1,1,0,1,1,1,1,0,1,0,0,1,428,22224869,Pudong,Entire rental unit,6.059123195581797,4,0,0,NA,4096,10000,2.995732273553991,1
Entire loft,Jiading District,100,100,29,4,1,2,39,4.92,33,0.82,1,1420,1,1,1,1,1,1,1,1,0,1,1,1,0,394,22232182,Jiading District,Entire loft,5.976350909297934,4,0,3.6888794541139363,2016400,10000,10000,3.367295829986474,1
Entire serviced apartment,Songjiang District,100,99,11,4,1,2,23,4.74,4,0.47,1.5,1462,1,1,1,1,1,1,1,1,0,0,0,0,1,260,22233318,Songjiang District,Entire serviced apartment,5.560681631015528,4,0.4054651081081644,3.1780538303479458,2137444,9801,10000,2.3978952727983707,1
Entire rental unit,Qingpu District,100,100,2,2,1,1,5,5,2,0.11,1,1365,1,1,1,1,1,0,0,1,0,0,0,0,0,358,22233790,Qingpu District,Entire rental unit,5.8805329864007,1,0,1.791759469228055,1863225,10000,10000,0.6931471805599453,1
Entire serviced apartment,Pudong,97,100,32,2,1,1,53,4.72,44,1.1,1,1442,1,1,1,1,1,1,1,1,0,0,1,0,1,226,22234103,Pudong,Entire serviced apartment,5.420534999272286,1,0,3.9889840465642745,2079364,10000,9409,3.4657359027997265,1
Entire serviced apartment,Xuhui District,100,98,23,2,1,1,50,4.76,23,1.03,1,1453,1,1,1,1,1,1,1,1,0,0,1,0,1,735,22253730,Xuhui District,Entire serviced apartment,6.5998704992128365,1,0,3.9318256327243257,2111209,9604,10000,3.1354942159291497,1
Entire serviced apartment,Huangpu District,100,92,4,3,1,3,79,4.91,3,1.63,1.5,1457,1,1,1,0,1,1,1,1,0,1,1,0,1,498,22254276,Huangpu District,Entire serviced apartment,6.210600077024653,9,0.4054651081081644,4.382026634673881,2122849,8464,10000,1.3862943611198906,1
Entire rental unit,Huangpu District,100,99,28,4,1,1,29,4.76,11,0.63,1,1391,0,1,1,1,1,1,0,1,0,0,0,0,1,671,22282242,Huangpu District,Entire rental unit,6.508769136971682,1,0,3.4011973816621555,1934881,9801,10000,3.332204510175204,1
Entire rental unit,Jing'an District,100,100,15,2,1,1,67,4.87,20,1.42,1,1416,1,1,1,1,1,1,0,1,0,0,0,0,1,385,22282799,Jing'an District,Entire rental unit,5.953243334287785,1,0,4.219507705176107,2005056,10000,10000,2.70805020110221,1
Entire rental unit,Jing'an District,100,100,15,2,1,1,17,4.65,20,0.53,1,965,1,1,1,1,1,1,0,1,0,0,0,0,1,378,22285348,Jing'an District,Entire rental unit,5.934894195619588,1,0,2.8903717578961645,931225,10000,10000,2.70805020110221,1
Entire rental unit,Jing'an District,100,100,15,2,1,1,19,5,20,0.39,1,1454,1,1,1,1,1,1,1,1,0,1,1,0,1,381,22287368,Jing'an District,Entire rental unit,5.942799375126701,1,0,2.995732273553991,2114116,10000,10000,2.70805020110221,1
Entire rental unit,Jing'an District,100,100,15,2,1,1,15,4.8,20,0.35,1,1282,1,1,1,1,1,1,1,1,0,1,1,0,1,361,22289110,Jing'an District,Entire rental unit,5.8888779583328805,1,0,2.772588722239781,1643524,10000,10000,2.70805020110221,1
Entire rental unit,Hongkou District,90,100,4,2,1,1,5,5,5,0.1,1,1454,0,1,1,0,1,1,1,1,0,0,0,0,1,360,22289324,Hongkou District,Entire rental unit,5.886104031450156,1,0,1.791759469228055,2114116,10000,8100,1.3862943611198906,1
Entire rental unit,Pudong,100,100,27,5,2,2,0,NA,13,NA,1,NA,0,1,1,1,1,1,1,1,1,0,1,0,1,663,22295474,Pudong,Entire rental unit,6.4967749901858625,4,0,0,NA,10000,10000,3.295836866004329,4
Entire rental unit,Jing'an District,100,100,7,3,1,1,181,4.96,1,3.7,1,1465,0,1,1,0,1,1,0,1,0,0,0,0,1,418,22297143,Jing'an District,Entire rental unit,6.035481432524756,1,0,5.204006687076795,2146225,10000,10000,1.9459101490553132,1
Entire rental unit,Pudong,100,100,7,2,1,1,3,5,5,0.06,1,1439,0,1,1,0,1,1,0,1,0,0,0,0,0,272,22298451,Pudong,Entire rental unit,5.605802066295998,1,0,1.3862943611198906,2070721,10000,10000,1.9459101490553132,1
Entire rental unit,Jing'an District,100,100,1,2,1,1,15,4.8,1,0.31,1,1464,0,1,1,0,1,1,1,1,0,0,1,0,1,320,22309355,Jing'an District,Entire rental unit,5.768320995793772,1,0,2.772588722239781,2143296,10000,10000,0,1
Entire loft,Jing'an District,97,100,8,4,1,2,78,4.84,10,1.61,1,1454,0,1,1,1,1,1,1,1,0,0,0,0,1,491,22329849,Jing'an District,Entire loft,6.19644412779452,4,0,4.3694478524670215,2114116,10000,9409,2.0794415416798357,1
Entire rental unit,Xuhui District,75,100,1,2,1,1,32,4.97,1,0.66,1,1453,0,1,1,0,1,1,1,1,0,1,1,0,1,449,22379000,Xuhui District,Entire rental unit,6.1070228877422545,1,0,3.4965075614664802,2111209,10000,5625,0,1
Entire rental unit,Pudong,97,100,32,2,1,1,25,4.64,44,0.57,1,1326,1,1,1,1,1,1,1,1,0,1,1,0,1,272,22379675,Pudong,Entire rental unit,5.605802066295998,1,0,3.258096538021482,1758276,10000,9409,3.4657359027997265,1
Entire loft,Jiading District,100,100,29,4,2,2,9,4.89,33,0.19,1,1443,1,1,1,1,1,1,1,1,0,1,1,1,0,401,22379798,Jiading District,Entire loft,5.993961427306569,4,0,2.302585092994046,2082249,10000,10000,3.367295829986474,4
Entire rental unit,Hongkou District,90,100,31,4,2,2,8,4.75,31,0.16,1.5,1454,0,1,1,0,1,1,1,1,0,0,1,0,1,406,22383618,Hongkou District,Entire rental unit,6.0063531596017325,4,0.4054651081081644,2.1972245773362196,2114116,10000,8100,3.4339872044851463,4
Entire loft,Xuhui District,99,100,19,2,1,1,33,4.64,19,0.68,1,1455,1,1,1,1,1,1,0,1,0,0,0,0,1,418,22384513,Xuhui District,Entire loft,6.035481432524756,1,0,3.5263605246161616,2117025,10000,9801,2.9444389791664403,1
Entire serviced apartment,Xuhui District,100,100,17,3,1,2,5,4.4,14,0.1,1,1450,0,1,1,1,1,1,0,1,0,0,1,0,1,498,22390038,Xuhui District,Entire serviced apartment,6.210600077024653,4,0,1.791759469228055,2102500,10000,10000,2.833213344056216,1
Entire rental unit,Jing'an District,100,100,15,2,1,1,20,4.85,20,0.42,1,1415,1,1,1,1,1,1,1,1,0,1,1,0,1,369,22402185,Jing'an District,Entire rental unit,5.910796644040527,1,0,3.044522437723423,2002225,10000,10000,2.70805020110221,1
Entire serviced apartment,Jing'an District,100,97,6,2,1,1,67,4.85,6,1.5,1,1335,1,1,1,1,1,1,1,1,0,1,1,0,0,279,22403116,Jing'an District,Entire serviced apartment,5.631211781821365,1,0,4.219507705176107,1782225,9409,10000,1.791759469228055,1
Entire serviced apartment,Jing'an District,100,100,18,2,1,1,19,4.79,2,0.41,1,1400,0,1,1,1,1,1,0,1,0,0,0,0,1,448,22416235,Jing'an District,Entire serviced apartment,6.104793232414985,1,0,2.995732273553991,1960000,10000,10000,2.8903717578961645,1
Entire loft,Hongkou District,100,100,4,6,1,3,233,4.92,1,4.87,1,1435,1,1,1,1,1,1,0,1,0,0,0,0,1,830,22421490,Hongkou District,Entire loft,6.721425700790643,9,0,5.455321115357702,2059225,10000,10000,1.3862943611198906,1
Entire rental unit,Xuhui District,NA,NA,1,5,2,3,37,4.78,1,0.82,1,1357,0,1,0,1,1,1,1,1,0,1,1,0,1,584,22438755,Xuhui District,Entire rental unit,6.369900982828227,9,0,3.6375861597263857,1841449,NA,NA,0,4
Entire rental unit,Huangpu District,100,100,3,3,2,2,102,4.91,1,2.22,1.5,1380,1,1,1,1,1,1,1,1,0,0,1,0,1,444,22439042,Huangpu District,Entire rental unit,6.095824562432225,4,0.4054651081081644,4.634728988229636,1904400,10000,10000,1.0986122886681098,4
Entire serviced apartment,Huangpu District,100,100,6,5,1,2,22,4.14,5,0.46,1,1432,0,1,1,0,1,1,0,1,0,0,0,0,0,599,22446725,Huangpu District,Entire serviced apartment,6.395261598115449,4,0,3.1354942159291497,2050624,10000,10000,1.791759469228055,1
Entire rental unit,Xuhui District,100,87,13,2,1,1,145,4.83,17,3.01,1,1446,1,1,1,0,1,1,1,1,0,1,1,0,1,740,22456542,Xuhui District,Entire rental unit,6.606650186198215,1,0,4.983606621708336,2090916,7569,10000,2.5649493574615367,1
Entire rental unit,Putuo District,90,NA,2,2,2,2,4,4.5,2,0.08,1.5,1454,0,1,1,0,1,0,1,1,0,0,1,0,1,308,22469817,Putuo District,Entire rental unit,5.730099782973574,4,0.4054651081081644,1.6094379124341003,2114116,NA,8100,0.6931471805599453,4
Entire rental unit,Hongkou District,100,100,2,2,1,1,264,4.75,1,5.52,1.5,1435,0,1,1,0,1,1,1,0,0,0,0,0,1,349,22527297,Hongkou District,Entire rental unit,5.855071922202427,1,0.4054651081081644,5.579729825986222,2059225,10000,10000,0.6931471805599453,1
Entire rental unit,Putuo District,100,100,15,2,1,1,7,5,20,0.17,1,1264,1,1,1,1,1,1,1,1,0,1,1,0,1,351,22537191,Putuo District,Entire rental unit,5.860786223465865,1,0,2.0794415416798357,1597696,10000,10000,2.70805020110221,1
Entire serviced apartment,Xuhui District,100,100,14,2,1,1,41,4.93,26,0.85,1,1438,1,1,1,1,1,1,1,1,0,0,0,0,1,809,22540820,Xuhui District,Entire serviced apartment,6.695798917058491,1,0,3.7376696182833684,2067844,10000,10000,2.6390573296152584,1
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,28,4.75,8,0.6,1,1392,1,1,1,1,1,1,1,1,0,0,0,0,1,326,22544033,Songjiang District,Entire serviced apartment,5.786897381366708,1,0,3.367295829986474,1937664,9801,10000,2.1972245773362196,1
Entire rental unit,Hongkou District,100,100,7,2,1,1,63,4.58,7,1.31,1,1445,0,1,1,1,1,1,1,1,0,1,1,0,1,253,22552857,Hongkou District,Entire rental unit,5.53338948872752,1,0,4.1588830833596715,2088025,10000,10000,1.9459101490553132,1
Entire rental unit,Pudong,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,0,600,22555706,Pudong,Entire rental unit,6.396929655216146,1,0,0,NA,NA,NA,0,1
Entire rental unit,Huangpu District,NA,0,2,4,1,2,45,4.23,1,0.94,1,1438,0,1,1,0,1,1,1,1,0,1,1,0,0,500,22562219,Huangpu District,Entire rental unit,6.214608098422191,4,0,3.828641396489095,2067844,0,NA,0.6931471805599453,1
Entire loft,Pudong,100,100,11,4,2,2,65,4.78,11,1.35,1.5,1445,0,1,1,1,1,1,1,1,0,1,0,0,1,393,22580681,Pudong,Entire loft,5.973809611869261,4,0.4054651081081644,4.189654742026425,2088025,10000,10000,2.3978952727983707,4
Entire rental unit,Pudong,NA,0,1,4,2,2,9,4.78,1,0.19,1,1420,0,1,1,0,1,1,1,1,0,1,1,1,0,498,22602790,Pudong,Entire rental unit,6.210600077024653,4,0,2.302585092994046,2016400,0,NA,0,4
Entire rental unit,Chongming District,100,100,1,3,1,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,1,0,424,22603916,Chongming District,Entire rental unit,6.049733455231958,1,0,0,NA,10000,10000,0,1
Entire loft,Pudong,100,100,11,4,2,2,98,4.91,11,2.04,1.5,1443,0,1,1,1,1,1,0,1,0,0,0,0,0,393,22609640,Pudong,Entire loft,5.973809611869261,4,0.4054651081081644,4.59511985013459,2082249,10000,10000,2.3978952727983707,4
Entire serviced apartment,Pudong,100,99,1,4,1,1,159,4.85,1,3.4,1.5,1400,0,1,1,1,1,1,1,1,0,0,1,0,1,234,22623298,Pudong,Entire serviced apartment,5.455321115357702,1,0.4054651081081644,5.075173815233827,1960000,9801,10000,0,1
Entire rental unit,Xuhui District,93,99,17,6,2,4,3,4.33,13,0.07,1,1200,0,1,1,0,1,1,1,1,0,1,1,0,1,558,22650471,Xuhui District,Entire rental unit,6.324358962381311,16,0,1.3862943611198906,1440000,9801,8649,2.833213344056216,4
Entire rental unit,Changning District,97,100,8,4,1,2,17,4.79,10,0.36,1.5,1417,0,1,1,0,1,1,1,1,0,0,0,0,1,363,22659627,Changning District,Entire rental unit,5.8944028342648505,4,0.4054651081081644,2.8903717578961645,2007889,10000,9409,2.0794415416798357,1
Entire serviced apartment,Changning District,100,0,8,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,595,22675206,Changning District,Entire serviced apartment,6.38856140554563,1,0,0,NA,0,10000,2.0794415416798357,1
Entire rental unit,Xuhui District,100,88,11,6,2,4,4,5,15,0.09,1,1404,0,1,1,1,1,1,0,1,0,0,0,0,1,788,22676763,Xuhui District,Entire rental unit,6.669498089857879,16,0,1.6094379124341003,1971216,7744,10000,2.3978952727983707,4
Entire rental unit,Pudong,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,1,1,0,1,1,1,0,398,22683610,Pudong,Entire rental unit,5.986452005284438,1,0,0,NA,NA,NA,0,1
Entire loft,Hongkou District,100,100,8,4,1,2,139,4.84,8,2.9,1.5,1435,0,1,1,1,1,1,1,1,0,1,1,0,1,448,22697466,Hongkou District,Entire loft,6.104793232414985,4,0.4054651081081644,4.941642422609304,2059225,10000,10000,2.0794415416798357,1
Entire loft,Pudong,100,100,3,4,1,2,31,4.97,3,0.66,1.5,1404,1,1,1,1,1,1,1,1,0,1,1,0,1,367,22806317,Pudong,Entire loft,5.905361848054571,4,0.4054651081081644,3.4657359027997265,1971216,10000,10000,1.0986122886681098,1
Entire rental unit,Baoshan District,100,100,1,3,2,2,184,4.98,1,3.9,1,1413,1,1,1,0,1,1,1,1,0,1,1,0,0,269,22816056,Baoshan District,Entire rental unit,5.594711379601839,4,0,5.220355825078324,1996569,10000,10000,0,4
Entire rental unit,Huangpu District,91,99,2,2,1,1,180,4.84,1,3.84,1,1407,0,1,1,1,1,0,1,1,0,1,1,0,0,464,22818535,Huangpu District,Entire rental unit,6.139884552226255,1,0,5.198497031265826,1979649,9801,8281,0.6931471805599453,1
Entire loft,Xuhui District,100,NA,2,2,1,1,77,4.91,1,1.62,1,1424,1,1,1,0,1,1,1,1,0,1,1,0,1,450,22831519,Xuhui District,Entire loft,6.1092475827643655,1,0,4.356708826689592,2027776,NA,10000,0.6931471805599453,1
Entire rental unit,Fengxian District,100,100,3,2,1,1,35,4.76,3,0.74,1,1425,0,1,1,0,1,1,0,1,0,0,0,0,0,299,22832582,Fengxian District,Entire rental unit,5.700443573390687,1,0,3.58351893845611,2030625,10000,10000,1.0986122886681098,1
Entire rental unit,Pudong,100,100,27,4,2,2,13,4.69,13,0.28,1,1415,0,1,1,1,1,1,1,1,1,1,1,0,1,530,22834027,Pudong,Entire rental unit,6.272877006546167,4,0,2.6390573296152584,2002225,10000,10000,3.295836866004329,4
Entire loft,Pudong,NA,NA,1,2,1,1,38,5,1,0.81,2,1407,1,1,1,0,1,1,1,1,0,1,0,0,1,420,22834036,Pudong,Entire loft,6.040254711277414,1,0.6931471805599453,3.6635616461296463,1979649,NA,NA,0,1
Entire rental unit,Pudong,100,100,27,4,2,2,19,4.79,13,0.4,1.5,1420,0,1,1,1,1,1,1,1,1,0,0,0,1,530,22834334,Pudong,Entire rental unit,6.272877006546167,4,0.4054651081081644,2.995732273553991,2016400,10000,10000,3.295836866004329,4
Entire rental unit,Fengxian District,NA,NA,1,2,1,1,4,4.75,1,0.1,1,1261,0,1,1,0,1,1,1,1,0,1,1,1,0,217,22836654,Fengxian District,Entire rental unit,5.37989735354046,1,0,1.6094379124341003,1590121,NA,NA,0,1
Entire rental unit,Pudong,100,100,2,5,2,2,32,4.93,1,0.68,1.5,1408,1,1,1,1,0,1,1,1,0,1,0,0,1,628,22838415,Pudong,Entire rental unit,6.4425401664681985,4,0.4054651081081644,3.4965075614664802,1982464,10000,10000,0.6931471805599453,4
Entire loft,Songjiang District,97,100,20,4,2,2,55,4.75,20,1.15,1,1431,1,1,1,0,1,1,0,1,0,0,0,0,1,408,22849573,Songjiang District,Entire loft,6.0112671744041615,4,0,4.02535169073515,2047761,10000,9409,2.995732273553991,4
Entire rental unit,Minhang District,100,92,1,4,1,2,16,5,1,0.35,1,1364,0,1,1,0,1,1,1,1,0,1,1,0,1,302,22851869,Minhang District,Entire rental unit,5.71042701737487,4,0,2.833213344056216,1860496,8464,10000,0,1
Entire rental unit,Changning District,100,90,15,2,1,1,177,4.74,16,3.71,1.5,1431,0,1,1,0,1,0,1,1,0,1,0,0,1,465,22866964,Changning District,Entire rental unit,6.142037405587356,1,0.4054651081081644,5.181783550292085,2047761,8100,10000,2.70805020110221,1
Entire rental unit,Qingpu District,100,100,2,3,2,2,100,4.84,2,2.13,2,1406,1,1,1,1,1,1,1,1,0,0,1,1,1,432,22870718,Qingpu District,Entire rental unit,6.068425588244111,4,0.6931471805599453,4.61512051684126,1976836,10000,10000,0.6931471805599453,4
Entire rental unit,Huangpu District,NA,98,3,2,1,2,23,4.61,3,0.48,1,1431,1,1,1,1,1,1,0,1,0,0,0,0,1,341,22871515,Huangpu District,Entire rental unit,5.831882477283517,4,0,3.1780538303479458,2047761,9604,NA,1.0986122886681098,1
Entire rental unit,Xuhui District,100,99,9,3,2,2,30,4.6,6,0.64,1,1403,0,1,1,1,1,1,1,1,0,0,1,0,1,548,22890375,Xuhui District,Entire rental unit,6.306275286948016,4,0,3.4339872044851463,1968409,9801,10000,2.1972245773362196,4
