f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
Entire rental unit,Huangpu District,100,79,33,6,3,3,9,4.88,4,0.16,2,1735,1,1,1,0,1,1,0,1,0,0,0,0,0,1674,13716816,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,85,4,2,1,1,118,4.58,4,1.77,1,1996,0,1,1,0,1,1,1,1,0,0,0,0,0,436,13815196,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,87,13,2,1,1,300,4.84,17,4.54,1,1980,1,1,1,0,1,1,1,1,0,0,0,0,1,704,13825953,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,100,100,2,3,1,3,27,4.89,1,0.45,1,1811,1,1,1,0,1,0,1,1,0,0,1,1,1,855,13835980,Xuhui District,Entire rental unit
Entire rental unit,Pudong,NA,0,2,4,2,2,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,499,13848462,Pudong,Entire rental unit
Entire rental unit,Xuhui District,0,0,5,6,3,3,35,4.89,5,0.53,2,1993,0,1,1,0,1,1,1,1,0,1,1,0,0,3200,13857604,Xuhui District,Entire rental unit
Entire rental unit,Pudong,NA,67,4,4,1,3,8,4.57,3,0.12,1,1962,0,1,1,0,1,1,0,1,0,0,0,1,0,450,13946412,Pudong,Entire rental unit
Entire rental unit,Qingpu District,100,97,8,3,1,2,33,4.64,3,0.5,1,1989,0,1,1,1,1,1,0,1,0,0,0,0,1,229,13971381,Qingpu District,Entire rental unit
Entire rental unit,Huangpu District,100,100,15,3,1,2,351,4.92,24,5.35,1,1968,1,1,1,1,1,1,1,1,0,0,1,0,0,429,13987773,Huangpu District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,4,2,2,1,5,1,0.02,2,1756,0,1,1,0,1,1,0,1,0,0,0,0,0,768,14015962,Pudong,Entire rental unit
Entire rental unit,Baoshan District,100,99,31,6,3,3,44,4.77,22,1.15,2,1147,1,1,1,0,1,1,1,1,0,1,1,0,1,705,14032965,Baoshan District,Entire rental unit
Entire loft,Huangpu District,100,99,8,4,1,2,185,4.69,8,2.91,1,1908,0,1,1,1,1,1,1,1,1,1,1,0,1,397,14042177,Huangpu District,Entire loft
Entire loft,Xuhui District,100,85,5,2,1,1,216,4.85,6,3.26,1,1984,0,1,1,0,1,1,0,1,0,0,0,0,1,631,14067177,Xuhui District,Entire loft
Entire rental unit,Minhang District,100,100,8,3,2,2,137,4.47,7,2.1,2,1957,0,1,1,1,1,1,0,1,0,0,0,0,1,599,14111828,Minhang District,Entire rental unit
Entire rental unit,Baoshan District,100,99,6,4,2,2,241,4.92,6,3.66,1,1977,1,1,1,1,1,1,1,1,0,0,1,0,1,305,14157793,Baoshan District,Entire rental unit
Entire rental unit,Jiading District,NA,0,9,2,1,2,2,4.5,4,0.03,1,1973,0,1,1,0,0,0,0,0,0,0,0,0,0,408,14194961,Jiading District,Entire rental unit
Entire rental unit,Huangpu District,75,100,2,2,1,1,13,4.83,2,0.2,1,1969,0,1,1,0,1,1,1,1,0,1,1,0,1,397,14196731,Huangpu District,Entire rental unit
Entire rental unit,Jing'an District,27,26,29,4,1,2,4,4.75,26,0.06,1,1938,0,1,1,0,1,1,0,1,0,0,0,1,0,799,14205829,Jing'an District,Entire rental unit
Entire loft,Pudong,100,98,1,5,1,5,126,4.83,1,2.12,1.5,1781,0,1,1,1,1,1,1,1,0,1,1,0,1,570,14258931,Pudong,Entire loft
Entire rental unit,Minhang District,100,100,2,3,1,1,48,4.92,2,0.87,1.5,1652,1,1,1,0,1,1,1,1,0,1,1,0,1,318,14261514,Minhang District,Entire rental unit
Entire rental unit,Changning District,100,94,14,2,1,1,1,5,11,0.02,1,1931,0,1,1,0,1,1,0,1,0,0,0,0,0,458,14341256,Changning District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,1,414,14341862,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,2,6,3,3,59,4.74,2,0.9,2,1958,0,1,1,1,1,1,1,1,0,1,1,0,1,1261,14342033,Xuhui District,Entire rental unit
Entire loft,Jiading District,100,100,29,4,2,2,10,4.9,33,0.17,1,1758,1,1,1,1,1,1,1,1,0,1,1,1,0,412,14408917,Jiading District,Entire loft
Entire serviced apartment,Yangpu District,NA,50,1,2,1,1,13,4.17,1,0.21,1,1845,0,1,1,1,1,1,1,1,0,0,1,0,1,364,14409693,Yangpu District,Entire serviced apartment
Entire rental unit,Yangpu District,NA,100,2,2,1,2,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,350,14450588,Yangpu District,Entire rental unit
Entire loft,Pudong,NA,100,0,4,2,2,118,4.94,1,1.81,1.5,1958,1,1,1,0,1,1,1,1,0,1,0,1,1,631,14451297,Pudong,Entire loft
Entire rental unit,Pudong,100,100,26,2,1,1,114,4.53,8,1.75,1,1958,1,1,1,1,1,1,1,1,0,1,0,0,1,429,14453212,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,5,2,1,1,72,4.44,1,1.1,1,1957,0,1,1,1,1,1,1,1,0,1,0,0,1,345,14455243,Pudong,Entire rental unit
Entire rental unit,Pudong,100,99,20,2,1,1,12,5,22,0.18,1,1953,0,1,1,1,1,1,1,1,0,1,1,0,0,288,14463061,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,5,4,1,4,195,4.85,1,3.19,1,1832,1,1,1,0,1,1,1,1,0,1,1,0,1,1124,14474539,Pudong,Entire rental unit
Entire rental unit,Huangpu District,100,100,1,4,1,2,23,5,1,0.35,1,1946,1,1,1,1,1,1,1,1,1,1,1,0,1,489,14476941,Huangpu District,Entire rental unit
Entire serviced apartment,Yangpu District,100,98,3,3,1,2,39,4.74,3,0.6,1,1958,0,1,1,1,1,1,1,1,0,1,0,0,1,485,14496462,Yangpu District,Entire serviced apartment
Entire rental unit,Pudong,NA,NA,1,2,1,1,9,4.89,1,0.14,1,1918,0,1,1,0,1,1,0,1,0,0,0,1,0,680,14530878,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,1,2,1,2,11,4.82,1,0.17,1,1945,1,1,1,1,1,1,1,1,0,0,1,0,0,396,14566953,Jing'an District,Entire rental unit
Entire rental unit,Yangpu District,NA,91,1,6,3,3,19,4.95,1,0.29,1.5,1943,0,1,1,0,1,1,0,1,0,0,0,0,1,1171,14645435,Yangpu District,Entire rental unit
Entire rental unit,Minhang District,100,100,9,6,2,3,42,4.98,11,0.66,1,1899,1,1,1,1,1,1,1,1,0,1,1,0,1,696,14647857,Minhang District,Entire rental unit
Entire rental unit,Huangpu District,90,100,1,2,1,1,206,4.58,1,3.18,1.5,1942,0,1,1,1,1,1,1,1,0,0,1,0,1,421,14716174,Huangpu District,Entire rental unit
Entire serviced apartment,Yangpu District,100,100,16,4,1,2,34,4.36,18,0.52,1,1944,0,1,1,1,1,1,1,1,0,0,1,0,1,269,14739550,Yangpu District,Entire serviced apartment
Entire loft,Xuhui District,100,85,5,2,1,1,150,4.77,6,2.32,1,1938,0,1,1,0,1,1,0,0,0,0,0,0,1,650,14781757,Xuhui District,Entire loft
Entire serviced apartment,Minhang District,100,100,8,3,2,3,93,4.59,7,1.44,2,1933,0,1,1,1,1,1,0,1,0,0,0,0,1,599,14808355,Minhang District,Entire serviced apartment
Entire serviced apartment,Yangpu District,100,100,4,2,1,1,82,4.88,4,1.52,1,1615,1,1,1,1,1,1,0,1,0,0,0,0,1,322,14815018,Yangpu District,Entire serviced apartment
Entire rental unit,Putuo District,77,90,10,5,2,3,2,4,8,0.04,1,1638,0,1,1,1,1,0,0,1,0,0,0,0,0,698,14821137,Putuo District,Entire rental unit
Entire loft,Huangpu District,90,98,7,2,1,2,281,4.75,2,4.38,1,1925,0,1,1,0,1,1,0,1,0,0,0,0,0,544,14825584,Huangpu District,Entire loft
Entire rental unit,Huangpu District,0,100,8,4,2,2,20,5,4,0.31,2,1934,0,1,1,0,1,1,0,1,0,0,0,0,0,3288,14835267,Huangpu District,Entire rental unit
Entire rental unit,Changning District,0,0,1,3,1,1,10,4.75,1,0.18,1,1704,0,1,1,0,1,1,1,1,0,0,1,0,0,120,14845272,Changning District,Entire rental unit
Entire rental unit,Pudong,97,100,23,6,2,2,98,4.62,16,1.52,1,1939,0,1,1,1,1,1,1,1,0,1,0,0,0,584,14847125,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,2,2,1,2,12,4.33,1,0.21,1,1727,0,1,1,0,1,1,1,1,0,0,0,0,1,238,14849473,Jing'an District,Entire rental unit
Entire rental unit,Pudong,0,56,2,2,1,1,1,4,2,0.03,1,867,0,1,1,0,1,1,0,1,0,0,0,1,0,280,14936790,Pudong,Entire rental unit
Entire rental unit,Changning District,100,94,14,2,1,1,3,5,11,0.05,1,1890,0,1,1,0,1,1,0,1,0,0,0,0,0,298,15028447,Changning District,Entire rental unit
Entire rental unit,Huangpu District,100,100,28,2,1,1,84,4.61,24,1.31,1,1921,0,1,1,1,1,1,1,1,0,0,0,0,1,302,15033327,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,7,2,1,2,1,5,5,0.02,1,1543,0,1,1,1,0,0,0,0,0,0,0,0,0,388,15044230,Pudong,Entire rental unit
Entire loft,Putuo District,67,100,8,4,2,2,113,4.84,4,1.76,2,1925,0,1,1,1,1,1,1,1,0,0,1,0,1,752,15075245,Putuo District,Entire loft
Entire rental unit,Changning District,100,94,14,4,1,2,1,5,11,0.02,1.5,1825,0,1,1,0,1,0,0,1,0,0,0,0,0,398,15092447,Changning District,Entire rental unit
Entire rental unit,Xuhui District,100,100,1,4,2,2,36,4.85,1,0.59,1,1831,0,1,1,0,1,1,1,1,0,1,1,0,0,262,15108760,Xuhui District,Entire rental unit
Entire rental unit,Pudong,100,100,27,5,2,2,191,4.86,13,3,1,1911,0,1,1,1,1,1,1,1,1,1,0,0,1,656,15165964,Pudong,Entire rental unit
Entire loft,Xuhui District,NA,100,4,4,1,2,123,4.64,3,1.92,1,1919,0,1,1,0,1,1,0,1,0,0,0,0,1,338,15173055,Xuhui District,Entire loft
Entire rental unit,Xuhui District,NA,100,3,5,2,2,4,5,3,0.07,1.5,1709,0,1,1,0,0,0,0,0,0,0,0,0,0,658,15213016,Xuhui District,Entire rental unit
Entire rental unit,Changning District,100,94,14,2,1,1,0,NA,11,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,698,15227833,Changning District,Entire rental unit
Entire rental unit,Xuhui District,NA,0,1,2,1,2,63,4.48,1,0.99,1,1905,0,1,1,0,1,1,1,1,0,0,0,0,0,363,15240463,Xuhui District,Entire rental unit
Entire loft,Huangpu District,95,100,12,4,2,2,61,4.7,12,0.96,2,1909,0,1,1,1,1,1,1,1,0,1,1,0,0,755,15240879,Huangpu District,Entire loft
Entire rental unit,Huangpu District,100,100,11,5,1,1,255,4.88,10,4,1,1911,0,1,1,1,1,1,1,1,0,0,1,0,1,388,15245050,Huangpu District,Entire rental unit
Entire loft,Huangpu District,100,100,23,4,2,2,198,4.75,25,3.14,2,1889,1,1,1,1,1,1,1,1,0,1,1,0,1,728,15361172,Huangpu District,Entire loft
Entire rental unit,Jing'an District,100,99,2,2,1,1,55,4.73,2,0.88,1,1877,1,1,1,0,1,1,1,1,0,0,0,0,0,328,15390039,Jing'an District,Entire rental unit
Entire loft,Hongkou District,100,100,1,2,1,1,110,4.69,2,1.9,1.5,1739,0,1,1,1,1,0,1,1,0,1,0,0,1,666,15413025,Hongkou District,Entire loft
Entire rental unit,Pudong,100,80,4,2,1,2,27,4.75,4,0.48,1,1699,0,1,1,0,1,1,1,1,0,0,0,1,0,435,15415391,Pudong,Entire rental unit
Entire loft,Pudong,100,100,7,4,2,2,1,5,3,0.05,1,558,1,1,1,1,1,1,0,1,0,0,0,0,0,468,15476668,Pudong,Entire loft
Entire rental unit,Jing'an District,100,86,1,2,1,1,68,5,1,1.7,1,1198,1,1,1,0,1,1,0,1,0,0,0,0,1,1207,15499717,Jing'an District,Entire rental unit
Entire rental unit,Pudong,100,100,11,2,1,1,20,4.95,12,0.38,1,1587,1,1,1,1,1,1,1,1,0,1,1,0,1,368,15593123,Pudong,Entire rental unit
Entire serviced apartment,Huangpu District,100,100,9,2,1,1,171,4.75,6,2.78,1.5,1845,0,1,1,1,1,1,1,1,0,0,0,0,1,394,15707889,Huangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,NA,1,2,1,1,9,5,1,0.29,1.5,932,0,1,1,0,1,1,0,1,0,0,1,0,0,1600,15749714,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,4,4,2,2,55,4.89,4,0.89,1.5,1856,1,1,1,1,1,1,1,1,0,1,1,0,1,428,15780271,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,3,2,1,1,48,4.53,1,0.78,1,1857,1,1,1,1,1,1,1,1,0,0,0,0,1,345,15780972,Pudong,Entire rental unit
Entire rental unit,Huangpu District,NA,0,2,2,1,1,245,4.76,1,4.02,2,1827,1,1,1,0,1,1,0,1,0,0,0,0,0,388,15794547,Huangpu District,Entire rental unit
Entire rental unit,Minhang District,100,100,9,6,3,3,17,4.88,11,0.3,2,1714,1,1,1,1,1,1,1,1,1,1,1,0,1,910,15809937,Minhang District,Entire rental unit
Entire rental unit,Putuo District,100,97,1,2,1,1,234,4.56,1,3.75,1,1873,0,1,1,0,1,1,1,1,0,0,0,0,1,216,15823345,Putuo District,Entire rental unit
Entire rental unit,Xuhui District,100,100,1,2,1,1,62,4.79,1,0.99,1,1869,0,1,1,1,1,0,0,1,0,0,0,0,0,356,15838923,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,NA,0,1,3,2,3,7,4.57,1,0.12,2,1789,0,1,1,0,1,0,0,1,0,0,0,0,0,416,15848660,Minhang District,Entire rental unit
Entire rental unit,Pudong,100,99,20,4,1,2,274,4.73,17,4.79,1,1714,1,1,1,1,1,1,1,1,0,1,1,1,1,485,15867494,Pudong,Entire rental unit
Entire loft,Huangpu District,100,100,6,5,2,3,66,4.65,4,1.06,1.5,1865,0,1,1,1,1,1,1,1,0,1,1,0,1,631,15894503,Huangpu District,Entire loft
Entire rental unit,Pudong,100,NA,1,6,3,4,8,4.71,1,0.14,2,1699,0,1,1,0,1,1,0,1,0,0,0,0,0,1198,15946124,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,96,3,2,1,1,22,4.82,1,0.36,1,1854,0,1,1,0,1,1,1,1,0,0,1,1,0,339,15957317,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,NA,100,7,4,2,2,179,4.47,3,2.88,2,1862,0,1,1,0,1,1,0,1,0,0,0,0,1,798,16010509,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,100,23,2,1,1,172,4.85,25,2.77,1,1859,1,1,1,1,1,1,1,1,0,0,0,0,1,392,16023895,Huangpu District,Entire rental unit
Entire rental unit,Hongkou District,90,33,0,3,1,1,35,4.49,35,0.56,1.5,1859,1,1,1,0,1,0,1,1,0,1,1,0,1,398,16033193,Hongkou District,Entire rental unit
Entire loft,Huangpu District,80,93,1,3,1,1,125,4.6,1,2.02,1,1851,0,1,1,0,1,0,1,1,0,1,0,0,1,310,16036294,Huangpu District,Entire loft
Entire loft,Xuhui District,100,100,2,4,2,2,1,5,3,0.05,1,594,1,1,1,1,1,1,1,1,0,1,0,0,1,1600,16041848,Xuhui District,Entire loft
Entire rental unit,Pudong,NA,NA,1,3,1,1,30,4.93,1,0.51,1,1747,1,1,1,1,1,1,0,1,0,0,1,0,1,291,16064684,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,100,5,2,1,1,190,4.68,4,3.1,1,1836,1,1,1,1,1,1,1,1,0,0,1,0,1,250,16073404,Xuhui District,Entire rental unit
Entire serviced apartment,Huangpu District,100,92,4,4,1,2,106,4.92,3,1.73,1,1836,1,1,1,0,1,1,1,1,0,1,1,0,1,698,16087321,Huangpu District,Entire serviced apartment
Entire rental unit,Xuhui District,100,99,19,6,2,3,74,4.81,5,1.28,1,1727,1,1,1,1,1,1,1,1,0,0,1,0,1,988,16119006,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,100,87,13,2,1,1,72,4.82,17,1.18,1,1835,1,1,1,0,1,1,1,1,0,1,1,0,1,640,16197482,Xuhui District,Entire rental unit
Entire serviced apartment,Pudong,0,86,11,2,1,1,25,4.52,6,0.43,1,1760,0,1,1,0,1,1,0,1,0,0,0,1,1,526,16208800,Pudong,Entire serviced apartment
Entire rental unit,Huangpu District,NA,50,8,2,1,1,93,4.79,3,1.53,1,1824,0,1,1,1,1,1,1,1,0,1,1,0,0,637,16221076,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,98,24,3,1,1,188,4.87,12,3.08,1,1833,1,1,1,1,1,1,0,1,0,0,0,0,1,434,16233173,Xuhui District,Entire rental unit
Entire rental unit,Jing'an District,100,100,15,4,1,2,275,4.95,24,4.48,1.5,1841,1,1,1,1,1,1,1,1,0,0,1,0,1,440,16252790,Jing'an District,Entire rental unit
Entire loft,Xuhui District,94,95,32,4,1,1,79,4.62,15,1.29,1.5,1831,0,1,1,0,1,1,0,1,0,0,0,1,1,899,16295371,Xuhui District,Entire loft
Entire rental unit,Pudong,NA,0,1,4,2,2,2,5,1,0.04,1,1492,0,1,1,0,1,1,1,1,1,1,0,0,1,688,16309472,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,15,4,1,1,257,4.92,24,4.22,1,1828,1,1,1,1,1,1,0,1,0,0,0,0,0,476,16318951,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,100,100,15,2,1,1,267,4.87,24,4.36,1,1837,1,1,1,1,1,1,1,1,0,1,0,0,1,342,16332294,Jing'an District,Entire rental unit
Entire rental unit,Yangpu District,98,99,11,2,1,1,182,4.9,7,2.98,1,1833,1,1,1,1,1,1,1,1,0,0,1,0,1,354,16383359,Yangpu District,Entire rental unit
Entire loft,Qingpu District,100,NA,1,2,1,1,27,4.96,2,0.48,1,1700,0,1,1,0,1,1,1,1,0,1,1,0,1,218,16387998,Qingpu District,Entire loft
Entire loft,Pudong,100,100,11,4,1,2,35,4.66,12,0.57,1,1827,1,1,1,1,1,1,1,1,0,1,1,0,1,368,16395617,Pudong,Entire loft
Entire rental unit,Baoshan District,100,71,2,2,1,1,8,5,1,0.13,1,1808,1,1,1,0,1,1,0,1,0,0,0,0,1,350,16397722,Baoshan District,Entire rental unit
Entire rental unit,Minhang District,100,100,13,2,1,1,13,4.85,10,0.25,1.5,1577,1,1,1,1,1,1,1,1,1,1,0,0,1,282,16428802,Minhang District,Entire rental unit
Entire rental unit,Jing'an District,100,98,23,3,2,2,106,4.98,23,1.8,1,1767,1,1,1,0,1,1,1,1,0,1,1,0,1,848,16458594,Jing'an District,Entire rental unit
Entire rental unit,Fengxian District,100,100,2,4,2,2,24,4.88,1,0.54,1,1339,0,1,1,0,1,1,0,0,0,0,1,1,0,745,16459824,Fengxian District,Entire rental unit
Entire serviced apartment,Jing'an District,80,100,3,4,1,2,108,4.66,3,1.78,1,1821,0,1,1,0,1,1,0,1,0,0,0,0,1,305,16500395,Jing'an District,Entire serviced apartment
Entire rental unit,Huangpu District,100,97,1,4,2,2,91,4.77,1,1.5,1,1825,0,1,1,1,1,1,1,1,0,1,1,0,1,640,16507123,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,99,22,5,2,3,267,4.85,20,4.41,1,1815,1,1,1,0,1,1,1,1,0,0,1,0,1,330,16564186,Xuhui District,Entire rental unit
Entire rental unit,Jiading District,100,100,13,4,2,2,0,NA,10,NA,1.5,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,400,16565181,Jiading District,Entire rental unit
Entire serviced apartment,Minhang District,100,100,1,3,1,2,29,4.93,1,0.54,1.5,1623,1,1,1,1,1,1,0,1,0,0,0,0,1,285,16591310,Minhang District,Entire serviced apartment
Entire rental unit,Pudong,NA,33,5,4,1,2,6,5,1,0.11,1,1698,0,1,1,0,1,1,0,1,0,0,0,1,0,398,16594356,Pudong,Entire rental unit
Entire rental unit,Changning District,NA,NA,1,2,1,1,10,4.9,1,0.17,1,1809,0,1,1,0,1,1,0,1,0,0,1,0,0,289,16622556,Changning District,Entire rental unit
Entire rental unit,Xuhui District,100,0,1,2,1,1,72,4.85,1,1.33,1,1627,0,1,1,0,1,1,1,1,0,1,1,0,0,314,16628003,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,NA,0,0,4,1,2,19,4.78,1,0.31,1,1813,0,1,1,0,1,1,0,1,0,0,0,0,0,498,16651467,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,100,9,3,1,2,29,5,11,0.49,1,1761,1,1,1,1,1,1,1,1,0,1,1,0,1,484,16771206,Huangpu District,Entire rental unit
Entire rental unit,Jing'an District,100,82,1,2,1,1,17,4.88,1,0.29,1,1742,1,1,1,0,1,0,0,1,0,0,0,0,0,195,16832696,Jing'an District,Entire rental unit
Entire rental unit,Minhang District,100,92,2,6,3,3,95,4.97,1,1.63,2,1745,1,1,1,0,1,1,1,1,0,1,1,0,1,528,16862460,Minhang District,Entire rental unit
Entire rental unit,Minhang District,100,100,1,3,2,2,61,4.8,2,1.08,3,1699,1,1,1,1,1,1,1,1,0,1,1,0,1,580,16888653,Minhang District,Entire rental unit
Entire loft,Changning District,100,100,17,2,1,1,121,4.84,11,2.04,1,1779,0,1,1,1,1,0,1,1,0,1,0,0,1,381,16903069,Changning District,Entire loft
Entire rental unit,Yangpu District,100,100,1,4,1,1,19,4.43,1,0.33,1,1742,0,1,1,1,0,0,0,0,0,0,0,0,0,248,16947444,Yangpu District,Entire rental unit
Entire rental unit,Hongkou District,100,99,6,2,1,1,57,4.68,4,0.96,1.5,1779,1,1,1,0,1,1,1,1,0,0,0,0,1,201,17038298,Hongkou District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,3,3,3,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,500,17080975,Pudong,Entire rental unit
Entire rental unit,Pudong,100,99,10,4,2,2,65,4.83,10,1.13,1,1732,1,1,1,1,1,1,1,1,0,1,1,0,1,581,17098601,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,98,4,3,1,1,20,5,2,0.44,1,1367,0,1,1,0,1,1,1,1,1,1,1,0,1,321,17143557,Jing'an District,Entire rental unit
Entire rental unit,Pudong,100,100,2,5,2,2,69,4.79,1,1.56,2,1329,0,1,1,1,1,1,0,1,0,0,0,0,1,797,17178764,Pudong,Entire rental unit
Entire rental unit,Huangpu District,100,98,24,4,2,2,99,4.84,12,1.67,1,1776,1,1,1,0,1,1,0,1,0,0,0,0,1,896,17212974,Huangpu District,Entire rental unit
Entire serviced apartment,Yangpu District,100,98,3,3,1,2,28,4.86,3,0.48,1,1758,0,1,1,1,1,1,1,1,0,0,1,0,1,464,17223687,Yangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,NA,1,2,1,1,23,4.57,1,0.39,1,1762,0,1,1,1,1,0,0,0,0,0,0,0,0,15200,17241293,Huangpu District,Entire rental unit
Entire loft,Putuo District,100,100,2,4,1,2,4,5,1,0.07,1.5,1699,0,1,1,0,0,0,1,1,0,1,0,0,0,550,17310704,Putuo District,Entire loft
Entire rental unit,Xuhui District,100,100,1,3,1,1,124,4.95,1,2.13,1,1742,1,1,1,1,1,1,1,1,0,1,1,0,1,377,17323403,Xuhui District,Entire rental unit
Entire rental unit,Changning District,NA,NA,3,2,1,1,40,4.75,1,0.69,1.5,1746,1,1,1,0,1,1,1,1,0,1,1,0,1,2000,17334390,Changning District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,5,2,2,43,4.74,1,0.74,1,1739,0,1,1,0,1,1,1,1,1,1,1,0,1,590,17336804,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,100,1,2,1,1,38,5,1,0.97,1,1175,1,1,1,1,1,1,1,1,0,0,1,0,0,350,17338223,Xuhui District,Entire rental unit
Entire serviced apartment,Changning District,100,98,23,2,1,1,50,4.7,23,0.86,1,1752,1,1,1,1,1,1,1,1,0,1,1,0,1,787,17350515,Changning District,Entire serviced apartment
Entire rental unit,Jing'an District,100,75,0,2,1,1,20,4.9,1,0.35,1.5,1697,1,1,1,0,0,1,1,1,0,1,1,0,0,302,17387108,Jing'an District,Entire rental unit
Entire rental unit,Pudong,0,86,11,2,1,1,2,2,6,0.07,1,830,0,1,1,0,1,1,0,1,0,0,0,1,0,376,17430070,Pudong,Entire rental unit
Entire serviced apartment,Pudong,0,86,11,2,1,1,5,4,6,0.09,1,1735,0,1,1,0,1,1,0,1,0,0,0,1,1,1899,17451787,Pudong,Entire serviced apartment
Entire rental unit,Putuo District,67,100,8,5,2,3,193,4.84,4,3.29,2,1758,0,1,1,1,1,1,1,1,0,0,1,0,1,721,17485766,Putuo District,Entire rental unit
Entire rental unit,Jing'an District,70,100,2,4,2,2,12,4.45,1,0.21,2,1730,0,1,1,1,1,1,0,1,0,0,0,0,1,564,17518811,Jing'an District,Entire rental unit
Entire rental unit,Huangpu District,NA,0,3,4,1,1,3,4.5,1,0.05,1,1686,0,1,1,0,1,1,0,1,0,0,0,1,0,380,17546810,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,NA,NA,1,2,1,1,22,4.77,1,0.38,1,1726,0,1,1,0,1,1,0,1,0,0,0,0,1,418,17550395,Xuhui District,Entire rental unit
Entire loft,Changning District,100,99,8,4,2,2,102,4.78,8,1.76,1,1741,0,1,1,1,1,1,1,1,1,1,1,0,1,483,17583970,Changning District,Entire loft
Entire loft,Jiading District,100,97,8,4,2,2,61,4.68,3,1.07,1,1711,0,1,1,1,1,0,1,1,0,0,0,0,1,241,17628129,Jiading District,Entire loft
Entire rental unit,Minhang District,100,100,13,4,2,2,2,5,10,0.04,1,1351,1,1,1,0,1,1,1,1,1,1,0,0,1,459,17645002,Minhang District,Entire rental unit
Entire rental unit,Putuo District,100,100,4,2,1,1,23,4.96,2,0.4,1,1713,0,1,1,0,1,1,0,1,0,0,1,0,0,105,17656804,Putuo District,Entire rental unit
Entire rental unit,Baoshan District,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,243,17665677,Baoshan District,Entire rental unit
Entire rental unit,Jing'an District,67,79,2,3,1,2,132,4.85,2,2.27,1.5,1745,1,1,1,0,1,1,1,1,0,1,1,0,1,420,17703239,Jing'an District,Entire rental unit
Entire rental unit,Changning District,100,98,23,3,2,2,42,4.88,23,0.76,1,1655,1,1,1,0,1,1,1,1,0,0,0,0,1,906,17737106,Changning District,Entire rental unit
Entire rental unit,Changning District,NA,0,1,2,1,1,24,4.79,1,0.46,1,1558,0,1,1,0,1,1,1,1,0,1,1,0,1,581,17750306,Changning District,Entire rental unit
Entire rental unit,Huangpu District,NA,NA,2,3,2,1,183,4.74,1,3.19,1,1720,0,1,1,0,1,1,1,1,0,0,1,0,0,298,17756900,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,90,41,4,2,1,1,20,4.7,4,0.35,1,1699,1,1,1,0,1,0,1,1,0,1,1,0,0,249,17759971,Huangpu District,Entire rental unit
